Character,唐Left_Entropy,唐Right_Entropy,宋Left_Entropy,宋Right_Entropy,元Left_Entropy,元Right_Entropy,明Left_Entropy,明Right_Entropy,清Left_Entropy,清Right_Entropy,CaiLeft_Entropy,CaiRight_Entropy
诹,2.584962500721156,2.584962500721156,4.825072583853848,5.572250989249396,2.5,3.625,3.629162526001657,5.3964393446710135,3.574164743022576,4.280394654123195,2.0,0.8112781244591328
缓,6.842933942827584,6.249042389962132,8.571959409984917,7.386697714489326,7.186770945468732,6.026835964767473,8.458530422339319,7.239325732211921,7.7296820077090045,6.963786849523533,6.7590993734378495,5.1863201032020125
耍,1.5,1.5,3.952302977662386,4.375222374437916,3.788754913993503,4.368522527728205,3.499227547132693,3.499227547132693,3.703465189601646,4.133660689688185,5.5003598193158,5.193655755350642
克,5.597276316262597,5.453188816197037,1.9582121284579552,1.9529854851919224,5.844678586455324,5.353559442550679,7.512644060977633,7.164891228631831,5.855042873307732,5.797977849833082,6.780520303296401,7.457778788525128
薯,-0.0,-0.0,2.9139770731827523,1.2776134368191154,2.235926350629033,-0.0,3.896291529045928,3.235926350629033,5.045577279976472,4.258482720417797,5.321797607086508,3.361824422985482
能,7.142189422390106,9.17057434546067,7.795442568045691,9.501376715392416,7.682577203180264,8.99945991868663,7.942146598209725,9.278960993004516,7.993731935301007,9.395592828414996,5.021901303801928,7.850663678051104
速,6.544294225527657,6.765143753149309,7.757076987626091,8.71276007920003,6.6561498921034925,7.090295522884097,7.287447941955438,8.203605511420632,7.064275704448796,8.198808632980104,5.464465403374256,6.721801177043166
荃,3.3263604079526927,4.142664355548846,5.164357696845386,6.003967055917186,4.173033892020166,4.187889194919351,5.220744288763647,6.428148625727691,3.095241902129701,3.8786484991764936,-0.0,-0.0
恳,4.551157799364231,4.88115301222225,6.119064533211943,5.506569665338489,4.81708580796078,4.11371948675182,6.020381160546832,5.305827881481162,4.357837824971465,4.324186135840749,4.379547655345966,2.723439333334507
饪,1.521928094887362,1.9219280948873625,2.635042030403897,5.0648690777888135,1.9219280948873625,2.321928094887362,2.1867043459100244,2.913977073182752,1.9591479170272448,3.2516291673878226,-0.0,5.781536551270564
卉,4.413473166883377,5.537883486101579,4.91021908966877,7.636517951917994,4.905242600930137,5.690455933288766,5.22351947697442,7.494598457457746,5.010945243829415,7.151613228674175,0.2580186686648155,4.229871195093385
崖,6.741463835657418,7.674662138853628,7.022535850816313,8.99135834446625,6.346916234424175,7.971642838729338,7.046077093032492,9.014448698408168,7.167852945829807,8.731451148087297,1.6773384435937482,5.613872040155627
藉,6.2957476315673535,6.650936752889748,7.398944544393618,8.288508910251895,6.626656580241985,7.542788602489419,8.064778701194466,8.593492646093269,7.26973480655997,8.454606059379584,3.967642624968727,4.7904886712084505
箬,4.2603326005698765,2.825997328095356,5.125397564319967,4.735098422705771,4.39044262768142,2.57611054078131,5.813441585090038,4.2015906016471565,5.83133719759755,4.708111432564761,-0.0,-0.0
蝮,2.725480556997868,-0.0,4.1958164715376185,3.195185826097171,3.321928094887362,0.9219280948873624,4.25,1.90020470625279,4.133660689688185,2.639627536341356,1.584962500721156,-0.0
猾,2.931208948910323,3.238901256602631,5.411566577095978,5.471439344671013,3.1556390622295662,3.25,4.652391277629866,4.351365993588128,3.90470804437552,4.27137063437885,0.1079853692114979,4.728608219962405
壤,4.53011574861426,6.522639304392863,5.411128770214468,8.458021895480828,5.3462160786681325,7.121049851242975,5.144100979012175,8.141004550943414,5.167007771925881,7.875441291521986,1.9842831496649769,5.660984234527668
廿,1.1259378808834184,1.1259378808834184,3.1893304652573446,3.8370279061667794,3.6110767365273073,3.897517673843797,7.568885831209798,3.326353677732928,8.518914171935608,3.302049967406339,4.368522527728205,3.8796640049025934
囚,5.969767388532954,6.405422585883294,6.785077070404298,8.011310299149878,5.726774673257958,6.699818757755837,6.110793605594355,7.320167721946682,6.194397320586857,7.274532162768821,5.995993084781665,2.460772795316144
丛,7.492606147248083,7.849692123008599,8.690844339750745,7.701981656479941,7.579777984433367,6.98006994969354,8.375891833890911,7.91901350088192,8.117069952447872,8.052310709466163,5.119275284008207,3.284192806993456
楼,7.5861847036929,8.191090823527365,8.23269807311805,8.164378080548957,7.854239629679433,7.914862438873455,8.06222743769916,8.469178594262145,7.830788029475395,8.5319588692468,5.532956379888287,6.030014515212891
腊,7.098394515509756,5.792012981527947,8.420899911241223,6.749803196376278,6.951284821585322,5.942494136036344,7.650493037694009,7.205989491383175,7.277221570761814,6.970093857422918,1.5233581166223624,5.886160705547306
孩,4.532525161457791,4.506122172895139,5.5590563183160615,5.751238287382948,4.169527998884863,4.92323142879762,5.976767563222981,5.952794415138106,5.876988630014073,4.854042116649969,4.9912915488986025,3.617469069201899
裙,5.436093194019456,6.681043172133251,6.196104268318546,8.040917210101073,5.725263296943003,7.1229770463241815,6.309751937754092,8.253705173965804,7.0349710763656095,7.768271550926133,5.568502213803377,3.187490899003279
唐,6.851235396274077,7.005890639724672,8.65361953400397,7.978702843088388,7.543511308739522,6.597057141842267,8.37675851080364,7.048468678941868,8.103934894105416,8.368087970800502,5.932355575427749,5.529405615212453
鲔,1.9609640474436811,3.321928094887362,3.9701573376255945,5.231957037948607,2.8553885422075336,3.2516291673878226,2.796733629483513,4.820966638764425,3.499698143184414,4.132944044980959,3.095795255000934,0.4394969869215134
怆,6.219541489202374,5.741958705774669,6.654356579035152,6.6364106361742925,5.757285907364463,5.126707409770137,6.92260431336815,5.9757688720846005,6.9043384518507125,5.772788188048141,-0.0,1.2516291673878228
虫,7.523731995404263,6.980063601833956,7.602100756739868,8.305463189977857,6.698166004829258,7.363338116637809,7.398782616841165,8.134293655200887,7.792188516390881,7.746881260436866,6.46505802878495,6.561659228642848
呢,-0.0,-0.0,4.667232643517738,1.1755062833559806,3.189898095464288,-0.0,4.795793570869531,0.6742996507783577,5.334636186649984,0.5728980782246346,8.148904178575684,6.7265248580036365
渡,7.569042413672991,6.925433696987335,8.180546969777525,7.830731493569834,7.50377631928757,7.093468096118079,8.107389459683993,7.801953703011584,8.09202421142037,7.987634595353773,6.065328359370183,5.131709306747232
稗,2.375,3.75,5.30536367018756,5.926623125281871,2.5512693629222505,4.084962500721157,4.420882202419247,5.447002320417476,4.905254982267336,4.821393074087532,1.584962500721156,-0.0
槟,3.2516291673878226,-0.0,5.956687443482735,0.604686314022043,4.944717152594767,-0.0,6.50506842527854,0.5118075335665999,6.065125203099678,0.2782507740088203,0.1640303242200174,6.670699096290639
缈,0.2040748732541185,6.132165641085908,0.3348398999494035,7.789930943645318,0.393377261539744,7.005811491381531,0.5106001178018804,8.065799099185252,0.5753850168899097,8.027833996788875,0.2974722489192896,2.905307776373746
寂,8.057190846492627,5.013787866083034,8.39652602550985,5.713227707287581,7.839233089014019,5.433395761316905,8.294409892371423,5.768701651153017,8.140716521868926,5.862036955017294,6.062247527909377,2.205352608731748
喻,7.030215224925849,5.108130525971265,7.486042797124669,3.734161123101625,5.652315312818713,5.596355200556397,6.692102534970964,7.166841239590519,6.683765130293218,6.876646011366768,2.5668511709804074,6.173078203091982
跷,-0.0,-0.0,3.3927474104487847,3.238901256602631,1.0,1.0,1.9182958340544896,1.9182958340544896,2.503258334775646,2.503258334775646,2.670823604360424,5.141158833842693
峻,6.720310060781873,6.632172412338109,8.240955333864214,7.58150550616262,6.626925848162127,5.7963811265949765,7.947095019864619,7.2075047538619375,7.357784018084054,6.799426862059403,1.0820388297240633,3.766221574069333
使,8.52854795431184,7.064164636079847,9.11854911768097,8.082416834053795,8.606420954434865,7.816510594223136,9.019495383672009,7.777268486248287,8.506571145218047,8.590506466690561,6.379073284665563,5.938969816095851
堑,4.9372450712876415,5.718623190409345,6.035723160344143,7.362800683168937,3.610742259386353,5.587803035364864,3.945535853069583,7.061476504197781,3.121392380099564,6.692401057245695,1.297462589305588,2.1280709109234848
蜿,3.74095326040484,2.557506262627725,7.132664879337687,1.981274825570436,5.9575642849438255,1.247018266221893,6.983135036359171,2.149258379443432,6.468900888205266,1.7319178142621885,3.5,-0.0
控,6.315824333525715,5.301555646454904,7.956881872041187,6.877298591885507,6.996488546001316,6.200521895836569,8.28329550808587,7.34895078474266,7.658332481434433,7.130631224275141,6.391663288333324,4.271102360392865
樱,6.307163508928892,2.4853839485787983,7.158005138781778,4.1921882826544286,6.035328702005944,2.711566842232833,7.11304942453383,3.039766348408404,7.799462362282434,3.6379930332186112,6.169440585365305,1.4098977706473448
倍,6.610309410175633,6.464903505301968,7.525829128915864,7.607100675491124,6.25027452824979,6.122472881462704,7.980667831831538,7.442245173813542,8.011197588791683,7.38648048791039,4.888027769901357,6.71049753969186
拒,5.113649565593692,4.979264809390596,7.212196095610477,5.294274664896672,4.956247343982751,4.920832293094801,6.61536018166088,5.685706807588654,6.682005762735235,6.052802433331913,6.352028035195246,1.6166018820182892
匕,4.519999987133629,2.334801819417292,6.245571158046719,4.44258193990227,4.672140159802107,3.758592489772477,6.5925942869858885,3.6124435718882464,5.8639616560286845,3.484806129411452,4.604024519900848,-0.0
岷,5.879143374026015,3.780719050023549,8.004372338236028,3.664952698937799,5.462021690438191,2.803416170946278,7.3958742597094815,3.7573828057845295,6.537119679080639,4.11264887245558,1.0,1.0
殚,4.171860873964195,4.707714802597437,6.328669276639997,7.025791013548778,4.542748326446118,4.696131794257844,6.12315596708122,6.302639064526889,5.551732318305047,6.277693235927478,2.0,-0.0
吮,2.9182958340544896,2.9182958340544896,5.595794041139458,4.580285085657254,3.606936732175321,3.82306798227366,5.685980584219132,4.344170131076848,6.082510270963306,4.445042123189288,4.645786529876151,4.133550003367053
榕,2.9312089489103235,3.085055102756477,6.457298827103966,4.651973895011335,5.5607537098299655,3.1952674069998404,7.455547839119197,4.842511427433353,5.875829583608029,6.577043918295351,2.75,-0.0
绒,-0.0,-0.0,3.616874605956223,3.616874605956223,3.923231428797621,4.094739663055176,5.4797424427451125,5.398171570781492,4.161788276077981,5.943721113150085,4.379383941155712,5.66653627889097
理,7.687663600802252,8.54633639211689,7.828891597324152,9.24538604479991,7.613588344552297,8.564016395878266,8.05343512464167,9.397086835642195,7.950825392959089,8.933390059545841,5.861592478045907,6.846414105637036
饥,7.76301229753395,7.240918643980613,8.769270736663174,8.277167451963507,8.063341302830661,7.467198140006813,8.658646298687515,8.000130270737314,8.622251249875951,7.301461417904629,6.691666568828162,2.479814500192957
稀,6.981281708097242,8.510558166075004,7.044754149347239,9.149385850849296,6.2480241211151375,8.385854934124126,6.952318991504628,9.23492799147776,5.557402412908809,8.962910679509928,5.94868633647545,4.281048205254456
袷,2.1735572622751858,3.240223928941852,3.5602763383680345,3.830546608638305,2.1556390622295662,2.75,4.218359379106103,5.634869639897569,3.194714021061421,5.00154412357547,-0.0,-0.0
芸,6.513251704542775,3.01375971299628,7.6897765840136145,5.75967842867481,6.350560345778706,4.636985930001013,8.024518211017506,5.088400974804116,7.00406239256714,6.293477083489503,3.396800201340136,3.162892724825172
即,8.69709761144677,7.136859425327508,9.22448480331107,7.169280120093603,8.286464259250176,6.455069541176983,9.274503206410008,7.378802102310504,9.137052654776944,6.467313873926655,7.869768565263785,3.901539430681324
侃,2.521782221599798,3.75,1.7033108978087037,7.750243912170066,3.5445263410253114,3.506064802563773,4.390371258634548,5.783240321836541,3.064473035795112,5.054341781782028,3.1849173781644318,4.955676085258694
谈,7.203566341301456,6.030333017936268,8.098606988561084,7.8882135070015424,7.4803833531985475,7.125177195247148,8.435132361408604,7.932725577827684,8.369425756859826,7.737720895766659,5.606794849714282,5.539612315726071
凑,3.884183719779189,4.321928094887363,6.294723202322677,6.069201220352968,4.532665279941248,4.606739354015322,5.131015235463812,5.299747626002143,4.947439360470672,5.650571945454582,6.115942727121284,4.979802621268055
谢,8.609199743050528,7.7118021303344575,8.550771882880897,8.653507114740458,8.331327146311615,7.507831982912239,8.968786024321064,7.903859970147089,8.833094381369692,8.550106225173966,4.866287133431849,4.191382866918615
委,8.201174518379457,7.201929818278737,9.03625408414914,7.863508302231951,7.97429904872988,6.875812944953864,9.133158509151448,7.540539947090727,8.618178811186658,7.4405809175765345,4.675599614855915,4.339908615489997
淬,5.050340709546386,4.606936732175321,6.2624551089749465,5.650309978961181,4.537844793048881,4.405764584655451,6.021945952193805,5.537565507756645,5.503258334775647,4.930187155208423,-0.0,-0.0
杭,5.233822892455863,3.247761425114269,6.146771747384653,6.077267843860809,5.610226225713033,5.166199606793673,6.706826614298807,5.573212256330799,6.958323318098227,4.826738558263426,3.6692750707107127,2.191737433422466
衿,3.233662852550656,5.277569011092753,4.669070717014737,6.887641781197535,4.213081270261697,5.314972767530034,4.987347319921236,7.54195435941504,4.406784850231211,6.318864863213718,-0.0,-0.0
獠,3.621928094887362,3.9219280948873614,5.021400527320972,5.9750206013356895,3.624379701651112,4.582118926162055,4.403291421484033,6.280782456068158,4.869760976398905,4.64679175870059,4.182005814760215,-0.0
蹴,4.836591668108977,3.2024549619059104,6.946277570614557,5.752002379935222,6.016523203031859,5.216883174116681,7.327700557455511,6.315928271588652,7.067115970442819,6.1146987940251005,0.7219280948873623,0.7219280948873623
铉,0.330103594565766,8.053880145902408,2.515011087853881,4.295047082515442,3.266332639970623,3.8365916681089782,4.603851833456967,6.227105674680347,3.715281085981497,4.607264455478377,3.6800647706286727,5.007565985135934
给,5.614464499195201,3.1558866702784045,7.146847888870888,5.78440432043303,6.133736299463666,6.246405246442986,8.072804782870776,4.883317957718143,6.902882857090495,5.874834363860007,7.568293299495201,4.389915860176342
园,6.574765005591036,8.28386554335023,7.44084661363647,8.498762031739666,6.376603170826552,7.926639306417554,7.332840695308462,8.774109577499727,7.518659388133654,8.650765218895211,3.5839350689525413,7.317923921841716
鞭,6.059054665202654,7.88348420193442,7.485559576983851,8.942026970424989,6.954647684061546,7.897175841779641,7.4229978747252146,8.688252790280801,7.496695708819516,8.112529170125548,6.392647317378123,4.119132653541144
影,8.060804354747063,8.66404425402042,7.92868331347955,8.962632604287867,7.540091446055021,8.606324263449798,8.14462070876901,9.077488962388676,7.960536264963526,9.37136764488813,4.279147202481109,6.583462933440154
今,8.827620665974145,6.686356031790764,8.920441688143253,7.930027186371532,8.545888472346872,7.547254730588133,8.813542764491476,7.7505772653599,8.824135870599283,7.665866933148021,7.099965299619254,1.9614670785924495
逸,7.993150564514158,6.745280727222166,7.159514134477766,8.595061553108497,7.537462015108129,6.88276457696235,8.697850049692644,7.24888602076336,8.213002607835955,7.239201106717521,2.6647050308731126,5.828735281282153
仕,5.091691508608879,6.319528742567419,7.285621334478257,7.652455539049168,6.287500420835975,6.417300551059781,5.722053275841906,7.119111548323812,5.795059075413188,5.138256154188963,3.6814856163758662,4.515284426105723
薜,6.98872870573133,2.423027048630598,7.472103527639334,2.001070145101885,6.7852700992931885,1.7529827021960616,7.964360460636482,2.5827648532941208,7.226006318773151,2.4195932313974384,3.0,1.2987949406953985
仁,6.66354297896816,7.718266597666704,8.005402845599779,8.676350008450846,5.5206019105304485,8.45431788627797,7.589157409173001,8.625556662096184,6.943193363542241,7.4715506348756815,6.70209756894179,5.099582959935964
幻,5.108674751611286,5.092268004669956,7.501096287238755,7.207255210911698,6.760273971057501,6.458913056169582,7.814108049883094,7.712449475557473,7.579603758732133,7.617630876053134,5.704128851530137,4.086736918705023
湖,7.003389773083229,7.426809812623202,7.022859433474107,8.20325490857394,6.886646033683467,7.4917567953582545,7.525226365665186,8.134143223703196,7.540138709614918,7.972229448792311,6.254972008143064,6.01708270527261
缚,5.542441214852073,5.945572739153679,7.288525003875736,8.291037507429381,6.157427722542944,6.964564420432733,7.164688479991046,7.858331315220736,6.731602202660273,7.945195728683469,1.2127246392030258,5.693678898288885
豁,6.868981397282205,6.057841886143743,7.683667715588077,6.945714782936226,6.675885471498405,5.855550648803224,7.8428224867193475,7.469673350153097,7.813889936307863,6.611047736831217,5.124953994600927,0.3961743305311989
蓿,-0.0,3.567040216926579,0.2110269193558184,5.331234671630062,0.0663439752683116,5.462214293856337,0.2520410820030468,6.625633620668408,0.4114829441945221,5.733193651935228,-0.0,3.346031945966886
恺,3.4677201004745006,2.217021885879718,6.456129932313144,3.0995233988996382,2.886801870999072,3.5497873815230374,5.6879776831578415,4.674319820604976,1.1015094564359076,7.89068491037149,6.252128156243431,0.1633171912106053
盒,-0.0,-0.0,2.235926350629033,2.235926350629033,2.2516291673878226,2.2516291673878226,3.901316246194618,5.046282640932166,3.750843109935548,5.984360488324045,6.488804371918815,4.192847263196669
尖,5.115505338703532,5.611456608683871,7.079516064044822,7.424541129372368,5.554571090322075,6.464660478039413,6.825469260113511,7.761410142785164,6.651677036293306,7.510611998246803,6.569058415579908,4.618842054840833
切,6.720347119013833,7.617500320939708,7.629872847989303,8.132761688153208,6.841384677622127,7.341408822452932,7.918881430603367,8.831017006823341,7.263185793602445,8.302251903508656,2.4050263521056534,6.457249386614634
折,8.181348960237955,8.061267789764594,9.026295414405665,8.489242329778389,8.300617213430163,7.929591201082756,8.758703547429073,8.52044702570362,8.498247757305935,8.739289176979577,6.708682819741372,4.90320223047309
衫,5.670298415885704,6.904207524537605,4.638109907240764,8.661343366606589,4.194008127507788,7.324987249932633,5.237755922642052,8.254168532909485,5.2868170345592285,8.12306736943865,2.858273047774494,6.950833878562828
的,5.904542295226251,5.558686475443796,5.948998338525589,7.024175234549918,5.973370442413676,6.243950319804452,6.19277310572224,6.206681226413531,6.897878022507808,6.982318048673481,8.059975817737705,8.81263003574535
蘸,4.808411151837155,3.9155042747841753,6.938649505017271,5.829567762532613,5.3024795538336775,4.829040021224232,6.5828757100372925,5.513081178650461,7.060038239056846,6.206111093368733,5.30586120253782,4.404305893933362
鲠,1.823026490712885,3.3927474104487847,4.699886176049377,5.60526959691808,1.7334834339268832,3.74741303953164,2.4121472420058248,5.0482430185319656,3.905540252212917,4.836080318455743,1.0,-0.0
适,5.785787619095991,8.19293053716287,7.402919039060981,9.031530760501951,7.431577406091992,7.540886525585061,8.056783957036007,8.591352761219895,7.969869789124728,8.12431624488965,4.732373113532131,4.10485527248919
智,7.257057126104972,6.781899110323796,6.63892621605428,6.919493661143353,4.321666162851611,7.9555018407105695,7.855001732481925,7.820749792867908,7.677130304796446,7.312129327774828,5.766965391917752,5.950935120985753
泅,1.0,1.0,2.994811544807876,4.001822825622232,1.3787834934861751,2.235926350629033,3.506890595608519,3.3232314287976203,3.734521664779752,3.381580488309164,-0.0,-0.0
都,7.712965634798558,7.780114503564523,8.908284558641103,8.377101001236591,7.066420212181525,6.760185598035205,8.841704959442064,8.314870818195246,9.157719995469172,8.536159770362124,6.949102896317995,6.4623995541748815
井,7.542332560538442,8.08747465357482,7.954334041706567,8.911646304131194,7.233423473648001,8.169600810948525,7.625210560046895,8.795679182921992,7.945774079275156,8.48658554198998,5.97452458935908,6.540474438354914
毋,1.0889260775497034,2.733623571228899,8.839216006348048,7.193846444589291,7.3098779958484625,6.288203410272245,8.831523739773901,6.603712732244425,7.652339491316018,6.441221352821147,5.52018407980501,1.4369449970586905
筑,6.632026605764786,6.235092009091165,7.7068258966021075,7.956999713425035,7.076597816529514,6.890160217373992,6.731298014126115,8.346775394658385,7.195404235494551,8.419323649186374,0.8400141180778468,6.318512047390195
嘈,3.824880136242081,3.74818181309252,5.373892230306251,4.511116755004097,3.780464562687963,3.7378563093704495,4.456301034020388,4.928514820941151,4.36902658857244,4.765880405170087,4.234308353573256,0.8142118339368115
笆,1.9182958340544891,0.6500224216483541,3.733450939696634,2.801969876934211,0.6500224216483541,2.251629167387823,2.0308550939547763,2.939348612954066,2.9145514476436265,4.286629486786196,0.2271488044325159,5.590400294822187
蒿,5.059480323754308,6.307171372762537,6.572074154713053,6.760090053676,5.256018920055933,5.9785224463058935,5.732395470835084,6.895447110435111,6.134889222558705,6.100766280676118,-0.0,1.0
葆,2.980825936229078,3.749902506162895,5.282598671327171,6.509404891549722,3.85632731961384,5.157393752043276,5.287190136591516,6.417833822580019,4.975144772637121,5.00370374523101,0.7907669479360189,1.94566030460064
眷,6.418867967738059,5.913869688056763,7.984100771299771,6.910226023063584,6.606873644984607,5.697168777652794,8.467630478548353,6.5770064496197485,7.062011081138449,6.5005798728861,4.852721116632496,1.7603876265805711
厢,3.0086949695628418,4.021928094887362,2.8400642778316865,6.835326538194497,2.342154815570829,4.668912825088411,3.856013981959221,6.494558920579761,3.5624961572259104,6.048732569447422,2.9835276125335985,5.655598076538624
晃,4.576617644908666,4.215841172683753,6.075259825056535,5.691435407113838,5.671902343999484,4.975284883071278,6.050066488632644,6.014023830393518,5.563412727606143,5.183524491431941,5.833646135863553,5.549962302356148
跻,5.896819035300799,4.751285340850124,7.546009202049701,5.184622326791347,6.3936900334654485,4.195132198909865,7.359892393229349,5.685720452834512,6.294270976938757,5.310102185876941,4.481727678869737,-0.0
磐,3.8521687236032816,2.015740432493068,6.345254864298725,3.389606947487545,4.485086666199848,2.6112949406953985,6.729810485789294,2.6008915324391952,6.218296491225287,3.459987714526524,4.091364123032031,2.445797178110423
赞,6.159070808965513,6.374423174391209,6.79382974139755,5.027652105098835,7.13715710772481,6.493251219967054,7.286154229478272,6.900101398091629,6.768338549997186,7.069830030944543,6.609446649172093,4.3239678977189575
刀,6.995481940310491,7.4224392703061906,7.668229044663685,8.155164240741883,6.916822819741371,7.375014868828116,7.379868924345071,8.389453997641727,7.7599299963238675,8.240513870314691,6.410420809686356,7.337059777666813
彬,2.88774133488041,5.707744534921203,5.164769750820817,5.092356483633412,4.27419875007773,4.345110286984822,4.976641836337891,5.803585311345246,4.701227525802548,5.562788634319227,4.706647869588855,2.979919157727336
箴,4.657882376868653,4.718488437474713,6.632113496370805,6.919637276567477,4.389893263890647,5.068691731826158,6.327234614843573,6.694274358415573,6.020536352304455,6.364735261574231,4.471581588126282,-0.0
靠,1.0,1.0,6.469782605186734,5.634091575883019,3.441446071165521,3.746439344671016,4.851365993588126,4.743300368538956,5.734059206117271,5.646405221772548,6.851568272396904,6.5805004496223765
学,8.42960737085828,8.31339968990172,9.198063947050672,8.848663830464151,8.661652864584989,7.783011077038098,8.634929627352319,8.7019971514791,9.190512660475235,9.085011850304545,6.841083925388015,6.299266924042853
模,3.888177434018894,4.596527981122932,5.848023239248931,7.4501857027965315,5.9609537868266615,4.303390965127022,7.035277750604759,4.946230008667361,7.528350649356062,3.751214944732704,6.317451324959309,4.274291928438516
磁,1.584962500721156,1.584962500721156,5.101409765557392,4.031446298134657,3.75,3.327819531114783,6.1106334607454444,4.651335678167113,5.603163583043813,5.015694131813743,5.632584984521884,4.212948816507399
整,6.946307741866361,6.374702608775653,8.43765542300765,7.5193518947464435,6.912368203358333,6.565815268227566,7.974769095597511,7.499743737282333,7.644438171798234,7.668687077870394,6.973006872510263,4.522427154493022
马,8.05432963388267,8.874868464526585,8.303217433550293,9.090707095758985,8.637811213990279,8.400861462690887,8.12923350410591,9.36784834945314,8.57118094507087,9.352137182626334,7.777811302093521,5.868615679824146
糗,1.9219280948873625,1.9219280948873625,4.943314009319636,4.837008363821882,3.5,3.327819531114783,4.716447155654567,4.706520931602084,4.775101964004423,3.9606938242682874,4.590085384204576,3.962647488045278
惋,2.5588718484453605,3.4219280948873623,4.638153947841748,5.713126602442436,3.503258334775645,3.725480556997868,5.026243129610884,5.358744190911227,4.225874470924272,5.696780675760292,3.3231633085908907,-0.0
射,6.429454971973128,7.637253018652945,7.637446262162821,8.221722498236018,6.933729991447152,7.406952485059064,8.044134045061467,8.036264117553316,8.010113513388914,7.832135253549699,6.025430193368895,6.9949258641468735
原,6.254198201812618,8.071630164042443,6.699980000513754,8.811471639412016,6.270659687732327,8.311265408298045,7.151014831375245,8.699343565491167,7.4013672722266195,7.465129196875814,6.376748652712151,3.894069406852399
半,8.762970669344512,7.935412038939857,9.271216968840898,8.590428746994009,8.708951568614353,7.92630965988799,9.305169554339988,8.638016787300744,9.316908498703844,8.81114862937277,5.851720858809665,6.952947314254572
种,7.6219708459587165,7.795747097482352,8.745737188178127,8.480237002959088,8.19294610374041,7.6131351048979585,8.715107997925278,8.144386669624783,8.385226125114148,8.467020649182748,3.572106858235678,8.607070136987664
滴,6.115566172762231,7.585210562987801,6.883591055965706,8.156778533603163,6.104254156111632,7.325358184045863,6.579166052050708,8.049045815322012,6.717575051445386,8.031346372078163,5.823273077428618,6.3518819037452126
跌,3.3248629576173574,3.6644977792004623,5.703595917420823,4.849374919963252,3.777796811598594,3.155084951819779,6.14400347795123,4.347223574838623,6.555234789882462,3.3903691518547743,6.315426119529032,4.463648900292663
凛,4.936042807543907,4.35012855509727,6.973326705735656,5.825073884896436,5.730625804875835,5.296733949531945,6.6469704231768,5.997338271292636,6.644427998375449,5.631205286153517,3.486440501696145,2.1981203125901447
甚,7.869380361874271,7.784311748603957,8.968604013561363,9.22965433053814,8.194113595179594,8.228255202633818,8.532485314566822,8.98026672173465,9.127273864693723,8.8239629131297,6.537521889143948,0.6258597982807416
庇,5.527096150721343,5.171695856960628,7.0344001318112985,6.852253904656304,4.631305423879506,4.733869526443608,6.26621576853275,6.657194926759527,6.1020128964366185,6.079002960883499,5.4529937180937775,2.5781271067602325
懒,7.725230308904056,7.57148684786954,8.901612560451744,8.56536609284722,7.746813243928553,7.430113807988863,8.976192487063619,8.374115461967806,8.728993479084227,8.405501006468054,5.904605432501745,5.093586385590962
钵,4.558930276100035,6.068651822056111,5.686805442341968,7.84583497414627,5.340579423721848,6.50734586642647,6.0402073477493765,8.131718824653989,5.486176819096329,7.400395702290543,2.627348185118538,2.9498623464587825
姻,4.84882487135245,5.180063254367904,5.732221592159561,5.925084196265028,4.55097482850949,5.096803592131325,6.473110341001021,5.805727178718527,6.001771758576452,4.70077390743212,0.2077174188035478,6.9048349992389575
洋,4.28807138159284,4.160144557945959,4.363724601736711,7.786611585552338,5.220289686269507,5.970135558630055,4.862006116613954,8.083922884972607,5.44963346874135,7.841331104412959,5.35181591488203,6.641692358924098
不,9.76594281794566,8.017483797565237,10.114110215043617,8.37367686437222,9.89389442252408,8.152937222600595,9.974526663064516,8.193910889313905,10.138493077001646,8.35296706619468,7.154265243046869,6.312718589379966
珞,-0.0,-0.0,1.3660285583788,5.4375693726726855,1.2799376545731964,4.001822825622231,1.460759302011087,6.13824227197264,1.886689525643891,5.7168153032251645,1.2516291673878228,2.584962500721156
塘,4.887101482382207,8.03700857362709,5.167293657248712,8.78424585766867,4.8673121485967314,7.821119491311069,5.436124484608017,8.810566576163765,5.494058448080716,8.786988404501564,1.7939311966073512,5.208128158970849
实,8.068226068723908,8.013207318521703,8.73570719629733,9.273379904688433,7.843509475972569,8.416292821217343,8.549535349603872,9.243035800064968,8.768734488539044,8.778401045525488,5.4092801535127375,5.985762296086004
方,8.88747652769292,8.870345521671322,9.30571335142641,9.057391559758706,8.855108390735666,9.16831877423376,9.069510584460897,9.522621148530543,9.11756688017444,9.45832224394938,4.495657028167337,7.095720018553285
岱,4.284581755270937,4.48478259848837,5.818812811358635,6.032835310168913,4.90025991105043,4.79622583726145,6.0061283560053,6.500361933510255,5.254580089255208,7.441156614681152,2.80880510387914,4.173033892020167
鲈,5.554048757055029,1.906265962081188,6.60399235177386,5.58843160478452,5.435488346715654,4.420562332943279,6.090231625488447,5.370650974805286,5.199542739141231,5.950335594713896,4.331976694984911,1.0934255569822822
篱,6.756667487287103,6.5502593887613045,7.0060455760999485,7.488857442038052,5.954648642580149,6.515389655549741,6.891451277646782,7.285763127231871,7.028900816478828,7.302943732432872,4.943471745695239,1.765333823940899
搭,3.3927474104487847,3.238901256602631,5.94833798118889,6.4878876304239785,4.288909765557392,4.601409765557392,4.955144305875843,4.900915908846073,4.866162293368286,4.404365842695867,6.397649630135728,4.232611003214247
